DATE,BAT SPECIES (COMMON NAME),COUNT,RECORD TYPE,IDENTIFICATION,OS GRID REF,ADDRESS,POST CODE,HABITAT,STRUCTURE,COUNT TYPE,SEX,AGE,EVENT,EXPERIENCE,COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2022,No bats,0,,,TR128515,"3, The Street, Petham",CT4 5QX,Rural,Building - dwelling,,,,Bat Group Survey,Licenced Bat Worker,Dead serotine early in the year. Owner saw serotine out 2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2022,Pipistrelle Bat (45kHz) ,1,Flying Bat Feeding,Sight Record and Bat Detector,TR128515,"3, The Street, Petham",CT4 5QX,Rural,Building - dwelling,,,,Bat Group Survey,Licenced Bat Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2022,Pipistrelle Bat (55kHz) ,324,Maternity Roost,Sight Record and Bat Detector,TR112569,"Little Howfied Wood Farm, Bigbury Rd, Chartham Hatch",CT4 7NF,Rural,Building - dwelling,,,,,Licenced Bat Worker,Temp 17C Out 21.10 stop 21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2022,Serotine Bat,15,Maternity Roost,Sight Record and Bat Detector,TR161412,"16, Palm Tree Way, Lyminge",CT18 8JL,Rural,Building - dwelling,Count,,,NBMP Survey,Licenced Bat Worker,Temp 12.6C Out 21.39 stop 21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2022,Pipistrelle Bat (45kHz) ,1,Flying Bat Feeding,Sight Record and Bat Detector,TR161412,"16, Palm Tree Way, Lyminge",CT18 8JL,Rural,Building - dwelling,,,,,Licenced Bat Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2022,Long-Eared Bat Brown,54,Maternity Roost,Sight Record and Bat Detector,TR166530,"Mumpas Cottage, Pett Bottom",CT4 5PD,Rural,Building - dwelling,Count,,,NBMP Survey,Licenced Bat Worker,Temp 14.3C Out 21.43 stop 22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2022,Pipistrelle Bat (45kHz) ,3,Flying Bat,Sight Record and Bat Detector,TR166530,"Mumpas Cottage, Pett Bottom",CT4 5PD,Rural,Building - dwelling,Estimate,,,NBMP Survey,Licenced Bat Worker,None out of house.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2022,Pipistrelle Bat (55kHz) ,1,Grounded Bat,Examined In Hand,TR308644,"Minster C of E Primary School, Molineux Rd, Minster",CT12 4PS,Grassland - amenity,Other,,Female,Adult,Bat Rescue,Licenced Bat Worker,Trapped in school. Wt 6.1g FA 31.2mm. Released evening.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2022,Pipistrelle Bat (55kHz) ,132,Maternity Roost,Sight Record and Bat Detector,TR308644,"Minster C of E Primary School, Molineux Rd, Minster",CT12 4PS,Grassland - amenity,Other,Estimate,,,Bat Rescue,Licenced Bat Worker,Count inaccurate. Probably several dozen early bats.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TQ760567,"39, Thornhill Place, Maidstone",ME14 2SF,Urban ,Building - dwelling,,Male,Juvenile,,Licenced Bat Worker,Cat injuries. Died overnight. Wt 4.2g FA 32.1mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2022,Long-Eared Bat Brown,1,Grounded Bat,Examined In Hand,TR172638,"Wildwood Trust, Herne Common",CT6 7LQ,Woodland - broadleaved,,,Female,Adult,Bat Rescue,Licenced Bat Worker,Parous. Wt 5.7g. Released 27/6 weighing 9.0g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2022,Pipistrelle Bat (45kHz) ,21,Maternity Roost,Sight Record Only,TR095442,"1, Slip Hill Cottages, Hastingleigh",TN25 5HL,Rural,Building - dwelling,Count,,,NBMP Survey,Bat Group Member,"Temp 14C Cloud = clear, Wind = calm, Rain = dry. Out 21.08 stop 21.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2022,Pipistrelle Bat (55kHz) ,7,Flying Bat Feeding,Sight Record and Bat Detector,TQ8518630315,Frensham Rd. Rolvenden Layne,TN17 4NJ,Garden,Building - dwelling,Count,Unknown,Adult,NBMP Survey,Licenced Bat Worker,Increase on 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TQ990420,"Singleton Lake, Singleton, Ashford",,Water - lake,,,Female,Adult,Bat Rescue,Licenced Bat Worker,Caught on lost fishing line with hook through wing. Removed by vet. Mum had young baby attached when collected. Wt 6.7g with young. FA 31.4mm. Both released 13/8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2022,Pipistrelle Bat (55kHz) ,1,Grounded Bat,Examined In Hand,TR335577,"Sir Roger Manwood school, Manwood Rd, Sandwich",CT13 9JX,Rural,,,Male,Juvenile,Bat Rescue,Licenced Bat Worker,Wt 3.5g FA 19mm. Roost not found initially.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2022,Pipistrelle Bat (55kHz) ,1,Grounded Bat,Examined In Hand,TQ770558,"Invicta Grammar School, Huntsman Lane, Maidstone",ME14 5DS,Urban ,Other,,Female,Juvenile,Bat Rescue,Licenced Bat Worker,Wt 2.4g FA 18.5mm.Roost Albion Building.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2022,Pipistrelle Bat (45kHz) ,1,Roost (unknown type),Sight Record and Bat Detector,TR 32489 54796,"Ham Manor Barn, Kent,",CT14 0EB,,Building - barn,Count,Unknown,Adult,Consultant Survey,Consultant,Emerged from beneath roof covering in a diff erent locati on on each of three surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2022,Long-Eared Bat Brown,1,Feeding Perch,Sight Record and Bat Detector,TR 32489 54796,"Ham Manor Barn, Kent,",CT14 0EB,,Building - barn,Count,Unknown,Adult,Consultant Survey,Consultant,Feeding perch in main part of barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2022,Serotine Bat,28,Maternity Roost,Sight Record and Bat Detector,TR178527,"Lenhall Farm, Crows Camp Rd, Bishopsbourne",CT4 5JG,Grassland - grazing,Building - dwelling,Count,,,NBMP Survey,Licenced Bat Worker,Temp 17.5C Out 21.40 stop 22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2022,Noctule Bat,1,Flying Bat,Bat Detector Only,TR178527,"Lenhall Farm, Crows Camp Rd, Bishopsbourne",CT4 5JG,Grassland - grazing,Building - dwelling,,,,NBMP Survey,Licenced Bat Worker,Commuting bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2022,Pipistrelle Bat (55kHz) ,1,Grounded Bat,Examined In Hand,TR335577,"Sir Roger Manwood school, Manwood Rd, Sandwich",CT13 9JX,Rural,,,Male,Juvenile,Bat Rescue,Licenced Bat Worker,Wt 1.1g FA 14mm. Maternity roost in Sports Pavillion - SW facing soffit. Returned to roost 21/6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TR134594,"Archbishops School, St Stephens Hill, Canterbury",CT2 7AP,Grassland - amenity,Building,,Female,Juvenile,Bat Rescue,Licenced Bat Worker,Wt 3.0g FA 21.0mm. Roost E facing wall 3rd floor teaching block.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TR134594,"Archbishops School, St Stephens Hill, Canterbury",CT2 7AP,Grassland - amenity,Building,,Female,Juvenile,Bat Rescue,Licenced Bat Worker,Wt 2.9g FA 21.0mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2022,Pipistrelle Bat (45kHz) ,31,Maternity Roost,Sight Record and Bat Detector,TR134594,"Archbishops School, St Stephens Hill, Canterbury",CT2 7AP,Grassland - amenity,Building,,,,Consultant Survey,Licenced Bat Worker,Some missed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2022,Bat,,Maternity Roost,,TR965613,"2, Sunset Cottages, Worlds End, Norton",E9 9JP,Rural,Building - dwelling,,,,,Licenced Bat Worker,Phone call from owner describing maternity roost - probably pip 45.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2022,Pipistrelle Bat (45kHz) ,21,Maternity Roost,Sight Record Only,TR095442,"1, Slip Hill Cottages, Hastingleigh",TN25 5HL,Rural,Building - dwelling,Count,,,NBMP Survey,Bat Group Member,"Temp 12C Cloud = clear, Wind = light, Rain = dry. Out 21.02 stop 21.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2022,Pipistrelle Bat (55kHz) ,126,Maternity Roost,Sight Record and Bat Detector,TR335577,"Sir Roger Manwood school, Manwood Rd, Sandwich",CT13 9JX,Rural,Building,Count,,,Bat Group Survey,Licenced Bat Worker,Sports Pavillion. Temp 14C Out 21.21 stop 22.05. Young calling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TR044210,"5, Ness Rd, Lydd",TN29 9DP,Urban ,Building - dwelling,,Female,Juvenile,Bat Group Survey,Licenced Bat Worker,Wt 2.6g FA 22mm. Maternity roost under SW facing barge board. Chatter++. Baby returned to roost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TR177668,"11, Braid Drive, Herne Bay",CT6 5DZ,Urban ,Building - dwelling,,Female,Adult,Bat Rescue,Licenced Bat Worker,Pregnant female - sticky substance + . Released 26/7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2022,Long-Eared Bat Brown,65,Maternity Roost,Sight Record and Bat Detector,TR166530,"Mumpas Cottage, Pett Bottom",CT4 5PD,Rural,Building - dwelling,Count,,,NBMP Survey,Licenced Bat Worker,Temp 17.0C Out 21.40 stop 22.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2022,Pipistrelle Bat (45kHz) ,4,Roost (unknown type),Sight Record and Bat Detector,TR166530,"Mumpas Cottage, Pett Bottom",CT4 5PD,Rural,Building - dwelling,Count,,,NBMP Survey,Licenced Bat Worker,Temp 17.0C Out 21.40 stop 21.50. Possibly NB females or male roost. Many P45 flying past - maternity roost elsewhere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2022,Pipistrelle species ,,Grounded Bat,Examined In Hand,TR280497,"Eythorne Elvington Primary School, Eythorne",CT15 4AN,Rural,Building,,Male,Juvenile,Bat Rescue,Licenced Bat Worker,Adults under 2ft wooden soffit in courtyard. Baby returned.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2022,Pipistrelle species ,,,,TR263667,"St Nicholas at Wade Primary School. Down Barton Rd, St Nicholas at Wade",CT7 0PX,Rural,Building,,,,NE Roost Visit,Licenced Bat Worker,"Bats in classroom 2021. Droppings outside classroom door. Roost access via soffit, bats under single storey flat roof.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2022,Pipistrelle Bat (45kHz) ,3,Grounded Bat,,TQ914656,"90, Yeates Drive, Kemsley",ME10 2PW,Urban ,Building - dwelling,,,Juvenile,Bat Rescue,Licenced Bat Worker,"3 young exposed during lead flashing and tile repair to porch. 1 died, 2 returned.One male, one female.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2022,Serotine Bat,22,Maternity Roost,Sight Record and Bat Detector,TR161412,"16, Palm Tree Way, Lyminge",CT18 8JL,Rural,Building - dwelling,Count,,,NBMP Survey,Licenced Bat Worker,Temp 18.3C Out 21.38 stop 21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2022,Pipistrelle Bat (45kHz) ,1,Maternity Roost,Sight Record and Bat Detector,TQ914656,"90, Yeates Drive, Kemsley",ME10 2PW,Urban ,Building - dwelling,,,,Bat Group Survey,Licenced Bat Worker,Emerged frm hip gap in flashing. Young calling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
